clean_content,sentiment,label,score,text_length,word_count,at,thumbsUpCount,reviewCreatedVersion,appVersion
aku sgt suka apknyaa dpt memiliki teman baruu disanaa,positif,2,5,53,9,2026-01-26 14:51:58,0,,
sangat bangus,positif,2,5,13,2,2026-04-14 03:12:09,0,424.0.0.49.64,424.0.0.49.64
makin kesini makin ngerasa kayak banyak bug nya,negatif,0,1,47,8,2026-05-06 06:01:32,0,,
aneh banget ini di instal udah berhasil tapi malah nge instal lagi aneh sumpah bikin kesel mana lemot lagi pdahal kuota banyakan jaringan juga bagus kenapa si ini trus tiba tiba suka ilang klw udah instal,negatif,0,1,204,36,2026-05-16 10:33:27,0,,
ig story tolong dibubarkan dong sepi tau like ig story,negatif,0,1,54,10,2026-03-15 11:13:23,0,332.0.0.38.90,332.0.0.38.90
login lag terus dari 3 hari yang lalu sampe sekarang bisanya di instagram lite yang ori lag terus,negatif,0,1,97,18,2026-04-25 19:43:03,0,405.1.0.57.77,405.1.0.57.77
aplikasi bodoh gk guna bug terus jaringan bagus tpi gk bisa buka apa,negatif,0,1,68,13,2026-04-28 01:20:11,0,,
sudah update loh ttp ga bisa vc,netral,1,2,31,7,2026-04-28 08:30:30,1,,
bagus aja sihh,positif,2,5,14,3,2026-04-05 06:36:15,0,,
semoga bisa bermanfaat buat saya,positif,2,5,32,5,2025-12-19 14:24:59,0,408.0.0.51.78,408.0.0.51.78
prefek,positif,2,5,6,1,2026-01-31 12:36:08,0,414.0.0.40.83,414.0.0.40.83
dak bisa di bukak apk ini,negatif,0,1,25,6,2026-02-14 13:27:45,1,416.0.0.47.66,416.0.0.47.66
bagus tapi kalo kirim vidio dari orang gak ada tanda simpan nya,positif,2,5,63,12,2026-05-21 05:34:12,0,,
tingkatkan lg fiturnya,positif,2,5,22,3,2025-12-28 08:36:52,0,410.1.0.63.71,410.1.0.63.71
sering ngeleng ngga jelas tba ngga bisa ngeliat story orang capek bngt,netral,1,3,70,12,2026-04-23 11:27:49,0,,
aplikasinya bagus dan sangat seru dan juga penggunanya sangat sopan dan seru,positif,2,5,76,12,2026-02-08 13:36:13,3,414.0.0.40.83,414.0.0.40.83
sekarang sudah tidak bisa melakukan siaran langsung harus punya followers 1000 dulu apakah diharuskan untuk suntik followers dulu,negatif,0,1,129,18,2026-02-26 12:53:31,0,399.0.0.51.85,399.0.0.51.85
saya sangat menyukai instagram ini,positif,2,5,34,5,2026-02-09 10:51:09,0,,
saya bisa jdi terkenal,positif,2,5,22,4,2026-03-05 08:21:35,0,,
ok aja ga yang gimana gimana logaritma nya suka ngaco si dan terlalu banyak iklan dracin,netral,1,4,88,16,2026-02-13 15:39:38,0,,
aplikasinya bagus tapi sayang bnyak fitur penting yang di hilangkan,positif,2,5,67,10,2025-12-22 09:04:58,1,410.0.0.53.71,410.0.0.53.71
bagus saya senang,positif,2,5,17,3,2026-02-21 10:05:18,0,,
ini kenapa di akun ku gak bisa bikin hastag lebih dari 3 yaa please tolong donggg,netral,1,4,81,16,2025-12-08 11:19:52,0,408.0.0.51.78,408.0.0.51.78
mantap ok,positif,2,5,9,2,2026-02-14 13:50:40,0,416.0.0.47.66,416.0.0.47.66
paling keren bgs suka gmna caranya spy spt tiktok dong,positif,2,5,54,10,2026-04-04 07:10:47,0,423.0.0.47.66,423.0.0.47.66
seru dan filternya bagus bagus cocok untuk para pecinta selfie,positif,2,5,62,10,2026-04-17 09:35:38,0,,
mana katanya bisa komen pake foto mana bang,positif,2,5,43,8,2026-05-17 14:42:29,0,429.1.0.44.70,429.1.0.44.70
aneh instagram sekarang masak gua gabisa bukak lag parah lagi padahal jaringan bagus untuk buka apa apa bisa cuman instagram yang gak bisa ngirim chat sama sekali gak bisa apk busuk,negatif,0,1,181,31,2026-04-25 04:26:11,0,,
gajelas ig padahal tau kata sandinya masa ga bisa login terus padahall ada email nya ga bisa login juga padahal ga saya apa in aneh banget ini aplikasi gajelas,negatif,0,1,159,29,2025-12-27 06:39:36,3,410.1.0.63.71,410.1.0.63.71
toplah pokoknya terbaik,positif,2,5,23,3,2026-03-20 12:40:14,0,,
nih kenapa kagak bisa buka rills yah hp bagus sinyal bagus aplikasi nya yg ga bagus,negatif,0,1,83,16,2026-04-03 12:49:53,0,,
kalo bikin story selalu buram,positif,2,5,29,5,2026-04-24 09:04:12,0,425.0.0.47.61,425.0.0.47.61
aplikasi keren sangat membantu,positif,2,5,30,4,2026-02-17 12:33:05,0,,
sangat bagus berbagi pengalaman motivasi dll,positif,2,5,44,6,2026-05-06 07:29:23,1,427.0.0.47.73,427.0.0.47.73
akun ig aku tiba ga bisa kebuka gimana nii di situ banyak kenangan nyaa insta balikinn plsss,negatif,0,1,92,17,2026-01-04 05:10:53,0,395.0.0.56.165,395.0.0.56.165
banyak bug nya laporan tidak respon,negatif,0,1,35,6,2026-01-25 08:30:15,0,,
plis deh ig knp sih abis update malah nge bug parah klo masuk akun foto nya ga keliatan seperti ga punya kuota padahal punya kuota gabisa post apapun nonton reels gabisa nonton sg orang pun gabisa tolong dong ig butuh banget ni uda di diemin berapa hari masih aja kek gitu tolong plissss,negatif,0,1,287,53,2026-04-26 00:15:55,2,426.0.0.37.68,426.0.0.37.68
saat login malah loading malah saya coba cara ini itu gak bisa bisa gimana sih males,netral,1,2,84,16,2026-04-23 08:07:04,1,,
saya penguna baru smoga saya bisa mengekpresikan kemampuan buat pideo dan menjadi kreator terbaik,positif,2,5,97,14,2026-02-02 12:33:50,3,411.0.0.23.257,411.0.0.23.257
bintang lima karna saya suka dengan hasil dari foto yang aplikasi ini berikan,positif,2,5,77,13,2026-01-21 15:52:33,0,,
komentar di beranda pake gambar gak bisa ig nora orang seenaknya fhosting tapi gak bisa balas pake gambaar,netral,1,2,106,18,2026-02-08 08:22:50,0,415.0.0.36.76,415.0.0.36.76
haloo instagram akun saya mengalami bug seperti wifi saya internet saya lancar tapi setiap buka ig jadi ngeleg ini udah 4 hari saya ga buka ig tolong di benar kan ya terimakasih,netral,1,3,177,32,2026-04-27 09:47:38,1,426.0.0.37.68,426.0.0.37.68
beta suka ini pake ini aplikasi,positif,2,5,31,6,2026-01-10 03:24:20,0,411.0.0.23.257,411.0.0.23.257
kurang cocok buat aku yang masih bocil soalnya banyak yang pada gila sters komen nya atau kalau mau chatchat gak suka nyesel pol jadi aku suka ganti akun tapi malah di marahin kaka ku karena pake privat karna kaka aku mengangg akun aku tapi tetep bagus kok aku reting 4 ya soalnya bagusss banget,netral,1,4,295,54,2026-03-29 03:56:16,4,421.0.0.51.66,421.0.0.51.66
kerjaan nya update terus ni apk,positif,2,5,31,6,2026-04-23 17:37:38,0,,
not bad dude,positif,2,5,12,3,2026-02-28 15:41:24,0,,
rekomended,netral,1,4,10,1,2026-02-13 12:13:48,0,414.0.0.40.83,414.0.0.40.83
aplikasi ini sangat sangat sangat bagus sekalian,positif,2,5,48,7,2025-12-21 11:22:17,0,,
kenapa ig saya tiba2 di block ya,positif,2,5,32,7,2026-04-17 09:15:07,0,425.0.0.47.61,425.0.0.47.61
can see my indol on ig,netral,1,4,22,6,2026-01-01 08:29:12,0,404.0.0.48.76,404.0.0.48.76
semoga sukses bersama intagram,positif,2,5,30,4,2026-01-20 11:36:09,0,410.1.0.63.71,410.1.0.63.71
iklan judol mohon dikondisikan,negatif,0,1,30,4,2026-03-28 07:07:33,0,410.0.0.53.71,410.0.0.53.71
belakangan ini jadi aneh cuman loading doang padahal udah di dowload ulang malah sama aja tolong diperbaiki lagi dari pihak instagramnya,negatif,0,1,136,21,2026-04-27 11:23:17,0,,
gabisa di login in jadi lama ngebug mulu anjir tolong ya,negatif,0,1,56,11,2026-04-28 08:42:03,1,426.0.0.37.68,426.0.0.37.68
bagus aplikasinya gua sebagai fans asep oligardan gua kasih 5 bintang,positif,2,5,69,11,2026-01-21 11:45:21,0,,
tolong dong kenapa setelah update instagram jadi banyak bug saat mengirim pesan tidak bisa tiba tiba smuaa layar saat ingin melihatt postingan jdj hitam smua,netral,1,2,157,25,2026-04-22 22:38:57,3,426.0.0.37.68,426.0.0.37.68
instagram beserta fitur di dalamnya memang pantas di beri bintang 5,positif,2,5,67,11,2026-05-18 04:05:14,0,429.1.0.44.70,429.1.0.44.70
tolong perbaiki banyak buq nya,netral,1,2,30,5,2025-12-17 15:20:31,0,410.0.0.53.71,410.0.0.53.71
gak jelas asli akun aku tuh gak ngapa ngapain di suspend banyak akun jual diri kaga diapa apain akun judol banyak gak jelas bgt sih,netral,1,3,131,25,2026-02-26 01:26:39,0,,
aku udah update instagram tapi tampilannya masih blom berubah juga itu kenapa yaa padahal aku udah liat punya temen temen aku tampilannya udah berubah yang dm pindah kebawah tapi aku masih dipojok kanan atas,positif,2,5,207,34,2025-12-20 04:32:52,7,409.1.0.49.170,409.1.0.49.170
lucu dan bisa telfonan sama sahabat,positif,2,5,35,6,2026-04-18 05:54:17,0,,
kenapa instagran sekarang selalu ada notif ada masalah silahkan coba lagi kadang bisa dibuka kadng ngga,negatif,0,1,103,16,2026-05-04 09:10:16,0,427.0.0.47.73,427.0.0.47.73
akun ku dan suami ku kena banned padahal penuh momori pernikahan kecewa sama instagram,negatif,0,1,86,14,2026-01-10 05:14:30,0,411.0.0.23.257,411.0.0.23.257
plis yah jan sering update,positif,2,5,26,5,2025-12-10 00:47:36,0,,
instagram sudah aneh akun saya ke bajak oleh orang luar negeri saya udh ubah sandi selalu bisa di buka sama orng itu salalu ke logout sendiri juga hadeh,negatif,0,1,152,28,2026-01-22 06:26:54,0,,
jangan update terus bodoh,negatif,0,1,25,4,2025-12-10 11:43:51,0,408.0.0.51.78,408.0.0.51.78
bisa teman melihat histori dan memberi banyak pengikut ig ku,netral,1,4,60,10,2026-01-02 17:56:13,1,410.1.0.63.71,410.1.0.63.71
bagus tp aku saranin kasi catatan siapa yg lagi live itu saran dari aku semoga bermanfaat,netral,1,4,89,16,2025-12-23 08:18:32,0,,
yang sekarang lebih bagus so menurut akuuuuuuuuu,positif,2,5,48,7,2026-01-12 14:32:50,0,410.1.0.63.71,410.1.0.63.71
iklan gak bermutuu judolll semua,negatif,0,1,32,5,2026-03-12 06:25:42,0,405.1.0.57.77,405.1.0.57.77
aplikasi ini juga bisa membantu saya untuk berkomunikasi dengan orang tua dan teman teman saya itu saja dari saya trimakasih,positif,2,5,124,20,2026-01-11 03:54:56,1,410.1.0.63.71,410.1.0.63.71
sakit bgt hatiku akun 2023 aku dinonaktifkan ig tidak sewajarnya,negatif,0,1,64,10,2026-05-09 18:25:31,0,406.0.0.58.159,406.0.0.58.159
fb tau di blokir kenapa ig juga di tutup akun si heran bnr,negatif,0,1,58,13,2026-05-14 18:10:14,0,428.0.0.47.67,428.0.0.47.67
bagus dan enak untuk scroll,positif,2,5,27,5,2026-02-17 13:52:58,0,416.0.0.47.66,416.0.0.47.66
aku suka karena seruu,positif,2,5,21,4,2026-02-07 18:28:44,0,,
jujur ig sekarang lagi ngelag ngelag nya masa aku buat sorotan tapi ga bisa dimasukkan ke highlight,netral,1,3,99,17,2026-03-27 23:15:25,0,422.0.0.44.64,422.0.0.44.64
ig kon emangg gj ta gua mau ngpos fidio kenap ga bisa maslah trusss iniii igg,negatif,0,1,77,16,2026-02-12 11:43:48,0,,
tolong ini instagram saya gabisa login dihp saya di hp lain bisa kenapaa lahh,negatif,0,1,77,14,2026-05-17 11:28:01,0,429.1.0.44.70,429.1.0.44.70
plisss kembali kan font literature iphone yang duluuuuuuuu,positif,2,5,58,8,2025-12-11 13:25:44,0,408.0.0.51.78,408.0.0.51.78
dapat menerima berita baru,netral,1,4,26,4,2025-12-15 11:01:59,0,409.0.0.48.170,409.0.0.48.170
kn ada yg komen disg tp pas diliat gaada komennya tp dinotif ada mkstny gmn ya ig,netral,1,2,81,17,2026-05-15 04:57:00,0,,
tolong dong kenapa saya tidak bisa melihat arsip siaran langsung setiap meliat selalu stuck di loading aja mohon bantuan nyaa,negatif,0,1,125,20,2025-12-07 07:17:00,0,408.0.0.51.78,408.0.0.51.78
bgusss bgty apklikasi nyaa ah ah ah,positif,2,5,35,7,2026-04-08 16:41:37,0,,
karana instagram sekarang ada iklan yang membuat tidak nyaman bikin hp ngefrish maaf jika saya kurang sopan atau kurang mengenakkan kan,netral,1,2,135,21,2026-04-17 16:54:35,0,410.1.0.63.71,410.1.0.63.71
iklannya seram,negatif,0,1,14,2,2026-05-11 18:07:38,0,,
menarik dan bagus,positif,2,5,17,3,2026-01-04 16:03:20,0,410.1.0.63.71,410.1.0.63.71
keren tapi banyak iklan,netral,1,3,23,4,2026-01-31 03:46:43,0,413.0.0.41.84,413.0.0.41.84
barusan di update malah ngebug pas dibuka cuma blank screen tapi di browser masih bisa dibuka,negatif,0,1,93,16,2026-04-24 06:33:51,2,426.0.0.37.68,426.0.0.37.68
fitur ga guna jir apaan bgt fitur pas kita sekali jepret langsung ke post gajelass bgt dh mending it lu bikin fitur bisa liat org org yg unfoll jdi ga perlu capek capek stalk satu satu akun org lh ini mlh bikin fitur gajelass,netral,1,2,225,44,2026-05-21 12:38:28,0,,
instagram saya kok ngebug ya padahal internet lancar wifi lancar tapi kagak bisa buat buka instagram tolong segera fi perbaiki,negatif,0,1,126,20,2026-04-25 14:05:11,0,,
akun ig yg pertama ak ko belum bisa posting ulang,netral,1,4,49,10,2026-05-14 04:11:54,0,429.1.0.44.70,429.1.0.44.70
gabisa di pake,negatif,0,1,14,3,2026-04-24 18:30:44,1,361.0.0.46.88,361.0.0.46.88
gabisa di download lagi dibilang nya gaada dalam bahasa indonesia tolong dong,netral,1,3,77,12,2026-04-23 22:49:38,1,426.0.0.37.68,426.0.0.37.68
bagus aku bisa liat meme atau mukbang,netral,1,4,37,7,2026-04-10 12:07:49,0,,
jaringan bagus gada masalah tpi aplikasinya lemot dan loading terus apalah kalian ini makin besar makin bodo,negatif,0,1,108,17,2026-04-26 18:34:02,0,,
please provide an option to hide unwanted notifications like in the facebook app and don t suggest accounts at the top of the homepage i really hate seeing strangers accounts,negatif,0,1,174,30,2026-02-25 22:22:30,14,416.0.0.47.66,416.0.0.47.66
saya sanga suka aplikasi ini,positif,2,5,28,5,2026-05-04 12:37:57,0,,
tolong di percepat dan semoga terus berjalan update terus bagus,positif,2,5,63,10,2026-05-04 04:51:28,0,,
best sii,positif,2,5,8,2,2026-03-13 15:57:09,0,374.0.0.43.67,374.0.0.43.67
bersenang senang,positif,2,5,16,2,2025-12-24 00:26:40,0,,
bintang 4 aja dulu tolong iklan nya di perbaiki lgi min terlalu banyak iklan yg muncul ganggu aktivitas,netral,1,4,103,18,2026-02-10 22:24:15,2,415.0.0.36.76,415.0.0.36.76
tolong dong instagram di perbaiki lagi fitur nya sebelum saya update fitur live nya kga ada nah pas saya hapus trs download ulang malah fitur musik nya juga ikut ilang,negatif,0,1,167,30,2025-12-16 13:48:13,6,410.0.0.53.71,410.0.0.53.71
kenapa acc aku banyak ditangguhkan sih setiap bikin ditangguhkan setiap bikin ditangguhkan padahal udah di aju banding tapi kaga balik balik ditambah sekalinya ga ditangguhkan pasti di hack sama orang luar tapi kaga ada info login nya tolong dong ig dibenerin lagi cape tau ga,negatif,0,1,276,45,2026-05-17 14:52:05,0,,
tolong lah gausa ngucap ngucapin ulang tahun ke ceweku pelakor lo,negatif,0,1,65,11,2026-02-27 12:58:19,0,273.1.0.16.72,273.1.0.16.72
saya tidak dapat masuk terjadi bug,negatif,0,1,34,6,2026-04-16 17:08:05,0,425.0.0.47.61,425.0.0.47.61
maaf aku kasi bintang satu soalnya aku udah download di 3 hp saya tetap ga bisa live kenapa ya,negatif,0,1,94,19,2025-12-09 03:29:00,1,,
aplikasi ini sya kan mau membikin akun tetapi tidak bisa dan disuruh laporkan masalah jadi cepat lah kembalikan akun sya,netral,1,2,120,20,2026-03-31 08:44:17,0,278.0.0.22.117,278.0.0.22.117
aplikasi ini cukup menyenangkan kita bisa berkenalan dengan orang lain dan menjadikannya teman yaa itu cukup asik,positif,2,5,113,17,2026-01-30 10:45:42,6,413.0.0.41.84,413.0.0.41.84
skrg bnyak video porno bermunculan di instagram tolong segera ditindaklanjuti,negatif,0,1,77,10,2026-02-12 12:04:10,0,410.1.0.63.71,410.1.0.63.71
perfect bug banyak masalah dengan instargam tolong segera diperbaiki,netral,1,4,68,9,2026-03-19 03:48:51,1,421.0.0.51.66,421.0.0.51.66
kenapa gini instagram skrg guej buka sg org kok malah ngebug shiballl langsung kembali ke menu utama gimana sudah ini guweh kepo pen liat sg temen gueh malah ga bisa anjay,netral,1,4,171,31,2026-04-03 12:49:24,0,,
media sosial terbaik,positif,2,5,20,3,2026-02-10 09:33:28,0,,
aplikasi nya bagus skli,positif,2,5,23,4,2026-04-20 02:16:13,0,425.0.0.47.61,425.0.0.47.61
kesuwen lek login,negatif,0,1,17,3,2026-02-24 04:49:56,0,,
berkali kali update tapi fitur baru instagram tidak muncul sudah di laporkan berkali kali tetap nggak muncul fitur barunya padahal first account tapi fitur barunya pasti nggak muncul,netral,1,3,182,28,2026-05-14 15:42:18,1,429.1.0.44.70,429.1.0.44.70
menurut aku sejak search engine instagram ga pakai hastag lagi jadi jelek kadang kita mau search apa yang muncul malah apa beda banget sama jamannya kita seach pake hastag pasti selalu tepat sesuai yang kita inginkan mungkin bisa meniru search engine tiktok yang meski ga pakai hastagpun selalu tepat hasil pencariannya dengan yang user harapkan,netral,1,3,345,55,2026-01-29 15:21:13,13,413.0.0.41.84,413.0.0.41.84
semakin aplikasi di update semakin ngga jelas padahal cuma mengganti foto profil seperti milik idola masa tiba tiba akun ditangguhkan diduga digunakan untuk menipu kecewa sih please perbaiki lagi aplikasi nya,netral,1,3,208,31,2026-04-05 01:39:06,0,,
semoga baik kedepannya,positif,2,5,22,3,2026-01-18 09:57:14,0,412.0.0.35.87,412.0.0.35.87
tolong tambahkan opsi berita bohong dalam kolom laporan sangat banyak berita bohong yang saya temukan,netral,1,3,101,15,2026-01-20 09:00:11,0,412.0.0.35.87,412.0.0.35.87
mntap jiwa,netral,1,4,10,2,2026-04-15 20:20:25,0,411.0.0.23.257,411.0.0.23.257
aplikasi ini membuat nama keluarga saya tersebar nama ayah abang dan ibu saya sekarang sudah di ketahui oleh teman saya,negatif,0,1,119,20,2026-02-26 06:44:12,0,417.0.0.54.77,417.0.0.54.77
kuatkan lagi gaes,positif,2,5,17,3,2026-02-01 10:00:22,0,,
instagram i nya apa iklan,negatif,0,1,25,5,2026-04-08 05:36:29,1,,
anda mengunci akun saya saya akan kasih bintang 5 jika anda buka kembali akun saya,netral,1,2,82,15,2026-04-21 02:11:56,0,,
aplikasi yang hebat,positif,2,5,19,3,2025-12-23 04:00:33,0,,
bagus sekali untuk terhubung dengan teman teman dan dunia luar berbagi ilmu pengetahuan banyak sekali manfaatnya untuk promosi dan keseharian,positif,2,5,141,20,2026-02-23 00:45:27,10,417.0.0.54.77,417.0.0.54.77
saya bisa membagikan keseharian saya disini,positif,2,5,43,6,2025-12-14 07:31:43,0,409.0.0.48.170,409.0.0.48.170
terhubung dgn saudara kenalan,positif,2,5,29,4,2026-02-16 23:11:05,0,416.0.0.47.66,416.0.0.47.66
agak menyenangkan kan,netral,1,4,21,3,2026-01-10 11:07:55,0,,
saat saya masuk baru beberapa saat keluar sendiri dari aplikasi ini agak berbeda dari biasanya,netral,1,2,94,15,2025-12-22 04:58:48,0,410.1.0.63.71,410.1.0.63.71
beh mantep,positif,2,5,10,2,2026-04-01 13:16:25,0,422.0.0.44.64,422.0.0.44.64
saya suka karna bisa mendapatkan teman se frekuensi,positif,2,5,51,8,2026-03-19 00:24:10,0,414.0.0.40.83,414.0.0.40.83
akhir sering eror jaringan lancar tpi pas buka ig loading trs,negatif,0,1,61,11,2026-04-27 15:50:10,1,426.0.0.37.68,426.0.0.37.68
u so perfect,positif,2,5,12,3,2026-02-16 14:38:02,0,416.0.0.47.66,416.0.0.47.66
kasih jadi monetisasi dong status2nya hehhee,positif,2,5,44,6,2026-03-01 06:05:16,1,418.0.0.51.77,418.0.0.51.77
tolong bantu saya kembalikan akun yg di suspend,positif,2,5,47,8,2025-12-12 00:25:31,0,,
halo tim instagram akun saya telah dinonaktifkan dan saya merasa ini mungkin terjadi karena kesalahan sistem saya selalu berusaha mengikuti pedoman komunitas dan ketentuan layanan instagram dengan baik akun ini sangat penting bagi saya karena berisi banyak kenangan pribadi hasil karya konten serta personal branding yang sudah saya bangun dan jaga selama ini saya tidak pernah berniat melanggar aturan instagram,netral,1,2,412,60,2026-05-22 00:59:50,0,430.0.0.53.80,430.0.0.53.80
bagus sekali untuk di mainkan,positif,2,5,29,5,2026-05-17 16:28:24,0,429.1.0.44.70,429.1.0.44.70
semoga kedepannya bisa tambah bagus lagi fitur fitur saya yang belum muncul bisa lekas muncul biar tambah semangat berkarya,positif,2,5,123,19,2026-01-11 12:37:00,1,411.0.0.23.257,411.0.0.23.257
terkadang nge lag saat aku mu posting tpi mungkin karena sinyalnya yang kurang stabil,positif,2,5,85,14,2026-04-30 10:09:49,0,427.0.0.47.73,427.0.0.47.73
woy kenapa kalo mau buka komen reel suka ga bisa dipencet gitu,negatif,0,1,62,12,2026-02-27 08:16:34,2,417.0.0.54.77,417.0.0.54.77
plis ini gmn di stories ig aku ga ada fitur arsipkan nya pdhl mau buat sorotan trus stories ig nya di arsipkan biar ilang tp gabisa,netral,1,4,131,26,2026-04-16 11:01:04,0,424.0.0.49.64,424.0.0.49.64
luar biasa banyak teman banyak foto banyak moment sungguh bahagia,positif,2,5,65,10,2026-01-28 18:02:46,3,413.0.0.41.84,413.0.0.41.84
filter ai instagram kok belum muncul,positif,2,5,36,6,2026-05-04 04:40:07,3,358.0.0.51.97,358.0.0.51.97
banyak kenangan yang bisa disave,positif,2,5,32,5,2026-03-02 11:33:07,0,418.0.0.51.77,418.0.0.51.77
kenapa ya ig nya sekarang kalok mau foto pasti hilang atau tidak sesudah foto terus nggak ada hasil bagaimana ini ig nya kk tolong ya ig nya di perbaiki biar bisa seperti dulu lagi aku dan yg lain semua nggak mau ig nya seperti itu kk plis,negatif,0,1,239,47,2026-04-18 02:27:54,0,241.1.0.18.114,241.1.0.18.114
apala aplikasinya malah keluar sendiri mulu gimana sih tolong di perbaiki lagi masalahmya dimana ini demi kenyamanan pengguna juga sekian dan terimah kasih,negatif,0,1,155,23,2026-04-27 01:54:55,0,426.0.0.37.68,426.0.0.37.68
sering gagal upload video baik sebagai reels maupun status,netral,1,2,58,9,2026-04-28 14:23:45,0,309.0.0.40.113,309.0.0.40.113
